Concat,Alkalinity,Calcium,Chloride,Copper,DOC,Hardness,Magnesium,pH,Potassium,Sodium,Sulfate,Temperature,New_Total,Category5,Field16,Analyte_count,Field18,StationName,StationCode,SampleDate,TargetLatitude,TargetLongitude,Program,ParentProject,Project,Data_Source,NearStream_Distance,Stream_Name,HUC8_Name
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01539641,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,7/12/2008 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01539654,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,7/25/2008 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01539662,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,8/2/2008 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01539697,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,9/6/2008 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01539706,,,,,,,,,,,,Temperature,1,0,,1,,Upper Matilija Creek,VRW015,9/15/2008 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01539725,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,10/4/2008 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01539753,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,11/1/2008 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01539788,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,12/6/2008 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01539823,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,1/10/2009 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01539851,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,2/7/2009 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01539879,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,3/7/2009 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01539907,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,4/4/2009 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01539920,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,4/17/2009 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01539935,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,5/2/2009 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01539970,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,6/6/2009 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01539990,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,6/26/2009 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540005,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,7/11/2009 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540026,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,8/1/2009 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540032,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,8/7/2009 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540068,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,9/12/2009 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540081,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,9/25/2009 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540089,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,10/3/2009 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540124,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,11/7/2009 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540152,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,12/5/2009 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540187,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,1/9/2010 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540215,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,2/6/2010 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540243,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,3/6/2010 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540278,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,4/10/2010 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540282,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,4/14/2010 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540316,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,5/18/2010 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540320,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,5/22/2010 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540334,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,6/5/2010 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540369,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,7/10/2010 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540380,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,7/21/2010 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540397,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,8/7/2010 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540409,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,8/19/2010 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540432,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,9/11/2010 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540442,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,9/21/2010 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540453,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,10/2/2010 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540635,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,4/2/2011 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540670,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,5/7/2011 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540698,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,6/4/2011 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540726,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,7/2/2011 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540761,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,8/6/2011 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540796,,,,,,,,,,,,Temperature,1,0,,1,,Upper Matilija Creek,VRW015,9/10/2011 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540817,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,10/1/2011 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540852,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,11/5/2011 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540880,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,12/3/2011 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540915,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,1/7/2012 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540943,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,2/4/2012 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01540971,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,3/3/2012 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541013,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,4/14/2012 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541034,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,5/5/2012 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541062,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,6/2/2012 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541097,,,,,,,,pH,,,,,1,0,,1,,Upper Matilija Creek,VRW015,7/7/2012 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541103,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,7/13/2012 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541125,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,8/4/2012 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541160,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,9/8/2012 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541188,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,10/6/2012 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541216,,,,,,,,pH,,,,,1,0,,1,,Upper Matilija Creek,VRW015,11/3/2012 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541244,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,12/1/2012 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541279,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,1/5/2013 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541307,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,2/2/2013 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541370,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,4/6/2013 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541398,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,5/4/2013 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541426,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,6/1/2013 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541468,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,7/13/2013 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541489,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,8/3/2013 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541524,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,9/7/2013 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
CEDENSanta Barbara Channelkeeper Stream TeamSanta Barbara Channelkeeper Stream TeamVRW01541559,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper Matilija Creek,VRW015,10/12/2013 0:00,34.493809,-119.3286819,Santa Barbara Channelkeeper Stream Team,Santa Barbara Channelkeeper Stream Team,Ventura River Watershed Stream Team,CEDEN,88.36273461,Matilija Creek,Ventura
